ID;Name;Year Published;Min Players;Max Players;Play Time;Min Age;Users Rated;Rating Average;BGG Rank;Complexity Average;Owned Users;Mechanics;Domains
227789;Heaven & Ale;2017;2;4;90;12;6424;7.58;268;3.24;8873;Grid Coverage, Highest-Lowest Scoring, Once-Per-Game Abilities, Rondel, Tile Placement, Track Movement, Turn Order: Claim Action, Turn Order: Pass Order;Strategy Games
163967;Tiny Epic Galaxies;2015;1;5;45;14;15720;7.37;269;2.16;27784;Area Majority / Influence, Card Drafting, Dice Rolling, End Game Bonuses, Follow, Race, Re-rolling and Locking, Solo / Solitaire Game, Track Movement, Variable Phase Order, Variable Player Powers;Strategy Games
25292;Merchants & Marauders;2010;2;4;180;13;12724;7.41;270;3.24;17407;Action Points, Area Movement, Bias, Dice Rolling, Pick-up and Deliver, Race, Variable Player Powers, Variable Set-up;Thematic Games
246784;Cryptid;2018;3;5;50;10;7503;7.52;271;2.21;10285;Deduction, Hexagon Grid, Modular Board, Pattern Recognition;Family Games, Strategy Games
41114;The Resistance;2009;5;10;30;13;35929;7.28;272;1.61;55363;Hidden Roles, Memory, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game, Voting;Party Games
143693;Glass Road;2013;1;4;80;13;9027;7.45;273;2.97;10946;Card Drafting, Set Collection, Simultaneous Action Selection, Tile Placement, Variable Phase Order;Strategy Games
176920;Mission: Red Planet (Second Edition);2015;2;6;90;14;8893;7.46;274;2.20;11725;Action Retrieval, Area Majority / Influence, Area Movement, Hand Management, Simultaneous Action Selection, Take That, Turn Order: Role Order;Strategy Games
37046;Ghost Stories;2008;1;4;60;12;19412;7.32;275;2.91;25430;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Move Through Deck, Solo / Solitaire Game, Variable Player Powers;Strategy Games, Thematic Games
5;Acquire;1964;2;6;90;12;18214;7.34;276;2.50;23111;Hand Management, Investment, Market, Ownership, Square Grid, Stock Holding, Tile Placement, Victory Points as a Resource;Strategy Games
163745;Star Wars: Armada;2015;2;2;120;14;4589;7.85;277;3.16;9300;Action Queue, Critical Hits and Failures, Dice Rolling, Movement Template, Simulation, Variable Player Powers;Thematic Games, Wargames
39856;Dixit;2008;3;6;30;8;50684;7.26;278;1.22;69850;Race, Simultaneous Action Selection, Storytelling, Targeted Clues, Voting;Party Games
296151;Viscounts of the West Kingdom;2020;1;4;90;12;2757;8.16;279;3.50;7744;Deck Bag and Pool Building, Hand Management, Modular Board, Rondel, Set Collection, Solo / Solitaire Game, Variable Player Powers, Worker Placement;Strategy Games
119890;Agricola: All Creatures Big and Small;2012;2;2;30;13;12323;7.38;280;2.35;17885;Automatic Resource Growth, Enclosure, Increase Value of Unchosen Resources, Tile Placement, Worker Placement;Strategy Games
70919;Takenoko;2011;2;4;45;8;35214;7.27;281;1.98;53368;Action Points, Dice Rolling, End Game Bonuses, Grid Movement, Hexagon Grid, Modular Board, Network and Route Building, Pattern Building, Set Collection, Tile Placement;Family Games
17392;Here I Stand;2006;2;6;360;12;3568;7.91;282;4.17;5101;Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Scenario / Mission / Campaign Game, Simulation, Variable Player Powers;Wargames
21241;Neuroshima Hex! 3.0;2006;1;4;30;13;13294;7.40;283;2.61;13812;Area Majority / Influence, Connections, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Player Elimination, Solo / Solitaire Game, Team-Based Game, Tile Placement, Variable Player Powers;Strategy Games
129622;Love Letter;2012;2;4;20;10;56013;7.23;284;1.19;92896;Hand Management, Player Elimination, Score-and-Reset Game;Family Games
283355;Dune;2019;2;6;120;14;3181;8.16;285;3.89;9178;Alliances, Area Majority / Influence, Area Movement, Auction/Bidding, Bribery, Force Commitment, Map Deformation, Predictive Bid, Take That, Variable Player Powers;Strategy Games, Thematic Games
182134;Evolution: Climate;2016;2;6;60;12;6082;7.62;286;2.78;10856;Action Points, Events, Hand Management, Push Your Luck, Secret Unit Deployment, Simulation, Take That, Turn Order: Progressive;Strategy Games, Thematic Games
2653;Survive: Escape from Atlantis!;1982;2;4;60;8;20470;7.31;287;1.71;29331;Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Map Reduction, Memory, Modular Board, Secret Unit Deployment, Take That;Family Games
234487;Altiplano;2017;2;5;120;12;6908;7.54;288;3.33;9511;Action Points, Contracts, Deck Bag and Pool Building, Variable Player Powers;Strategy Games
1;Die Macher;1986;3;5;240;14;5228;7.63;289;4.32;7213;Alliances, Area Majority / Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection;Strategy Games
199042;Harry Potter: Hogwarts Battle;2016;2;4;60;11;11960;7.46;290;2.08;24045;Cooperative Game, Deck Bag and Pool Building, Variable Player Powers;Strategy Games, Thematic Games
219513;Bärenpark;2017;2;4;45;8;12028;7.36;291;1.64;16525;Card Drafting, Grid Coverage, Set Collection, Tile Placement;Family Games
25554;Notre Dame;2007;2;5;75;10;12243;7.34;292;2.75;12196;Area Majority / Influence, Card Drafting, Point to Point Movement;Strategy Games
8217;San Juan;2004;2;4;60;10;22239;7.25;293;2.29;24129;Action Drafting, Follow, Hand Management, Set Collection, Variable Phase Order;Strategy Games
192458;51st State: Master Set;2016;1;4;90;14;5156;7.66;294;2.92;7757;Card Drafting, Hand Management, Variable Phase Order, Variable Player Powers, Worker Placement;Strategy Games
39683;At the Gates of Loyang;2009;1;4;120;10;9766;7.38;295;3.13;12778;Card Drafting, Contracts, Income, Loans, Market, Set Collection, Solo / Solitaire Game;Strategy Games
33160;Endeavor;2009;3;5;90;12;9088;7.40;296;2.91;7233;Area Majority / Influence, Card Drafting, Hand Management, Set Collection;Strategy Games
31594;In the Year of the Dragon;2007;2;5;100;12;10791;7.35;297;3.10;9788;Action Drafting, Events, Hand Management, Variable Phase Order;Strategy Games
24480;The Pillars of the Earth;2006;2;4;120;12;16327;7.29;298;2.82;19942;Events, Turn Order: Random, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
204305;Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures;2016;1;8;120;10;4138;7.78;299;2.16;12027;Cooperative Game, Solo / Solitaire Game, Storytelling;Thematic Games
172;For Sale;1997;3;6;30;10;23898;7.22;300;1.26;28540;Auction/Bidding, Auction: Sealed Bid, Auction: Turn Order Until Pass, Hand Management, Selection Order Bid;Family Games
144592;Bruxelles 1893;2013;2;5;125;13;4723;7.65;301;3.59;5615;Area Majority / Influence, Auction/Bidding, Card Drafting, Modular Board, Worker Placement;Strategy Games
9217;Saint Petersburg;2004;2;4;60;10;14545;7.30;302;2.47;11985;Card Drafting, Set Collection;Strategy Games
36932;Claustrophobia;2009;2;2;45;14;6650;7.52;303;2.48;9172;Dice Rolling, Grid Movement, Line of Sight, Modular Board, Variable Player Powers;Thematic Games
90137;Blood Bowl: Team Manager - The Card Game;2011;2;4;120;14;10336;7.38;304;2.33;13609;Area Majority / Influence, Card Drafting, Deck Bag and Pool Building, Dice Rolling, Hand Management;Thematic Games
40765;Clash of Cultures;2012;2;4;240;14;5185;7.62;305;3.59;6107;Action Points, Area Majority / Influence, Dice Rolling, Grid Movement, Hand Management, Modular Board, Tech Trees / Tech Tracks, Trading;Strategy Games
256226;Azul: Stained Glass of Sintra;2018;2;4;45;8;8824;7.42;306;1.98;13520;Drafting, End Game Bonuses, Modular Board, Pattern Building, Set Collection, Tile Placement, Turn Order: Claim Action;Family Games
184921;Bunny Kingdom;2017;2;4;60;12;7627;7.46;307;2.27;10923;Area Majority / Influence, Card Drafting, Drafting, End Game Bonuses;Family Games
197376;Charterstone;2017;1;6;75;14;11747;7.38;308;2.82;22122;Card Drafting, Catch the Leader, Hand Management, Legacy Game, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Worker Placement;Strategy Games
21348;Ticket to Ride: Märklin;2006;2;5;60;8;8717;7.41;309;2.24;10963;Card Drafting, Hand Management, Network and Route Building, Point to Point Movement, Set Collection;Family Games, Strategy Games
121;Dune;1979;2;6;180;12;5491;7.62;310;3.44;6333;Alliances, Area Majority / Influence, Area Movement, Auction/Bidding, Hand Management, Map Deformation, Team-Based Game, Variable Player Powers;Strategy Games, Thematic Games
70323;King of Tokyo;2011;2;6;30;8;57621;7.18;311;1.49;82759;Card Drafting, Dice Rolling, King of the Hill, Player Elimination, Push Your Luck, Re-rolling and Locking;Family Games
71;Civilization;1980;2;7;360;12;7111;7.50;312;3.66;10060;Area Majority / Influence, Area Movement, Hand Management, Set Collection, Tech Trees / Tech Tracks, Trading, Turn Order: Stat-Based;Strategy Games
257499;Arkham Horror (Third Edition);2018;1;6;180;14;4896;7.78;313;3.27;9371;Cooperative Game, Dice Rolling, Modular Board, Stat Check Resolution, Variable Player Powers;Thematic Games
54625;Space Hulk (Third Edition);2009;2;2;60;12;6707;7.53;314;2.78;9553;Action Points, Dice Rolling, Grid Movement, Modular Board;Thematic Games
250458;Gùgōng;2018;1;5;90;12;6130;7.53;315;3.06;9008;Hand Management, Set Collection, Worker Placement;Strategy Games
186751;Mythic Battles: Pantheon;2017;2;4;90;14;2543;8.46;316;3.01;5234;Area Movement, Campaign / Battle Card Driven, Card Drafting, Dice Rolling, Hand Management, Player Elimination, Simulation, Variable Player Powers;Strategy Games
154809;Nippon;2015;2;4;120;12;4196;7.69;317;3.79;4487;Area Majority / Influence, Variable Phase Order;Strategy Games
265736;Tiny Towns;2019;1;6;60;14;10174;7.36;318;2.08;16047;Bingo, End Game Bonuses, Follow, Grid Coverage, Pattern Building, Solo / Solitaire Game, Turn Order: Progressive, Variable Phase Order, Variable Player Powers, Variable Set-up;Family Games
166669;San Juan (Second Edition);2014;2;4;60;10;5841;7.52;319;2.07;9109;Follow, Hand Management, Set Collection, Variable Phase Order;Strategy Games
246192;Gizmos;2018;2;4;50;14;7386;7.45;320;2.02;10236;Card Drafting, Contracts;Family Games
198773;Codenames: Pictures;2016;2;8;15;10;17032;7.26;321;1.27;29502;Communication Limits, Memory, Push Your Luck, Team-Based Game;Party Games
243;Advanced Squad Leader;1985;2;2;480;14;3490;7.99;322;4.73;5739;Critical Hits and Failures, Dice Rolling, Grid Movement, Hexagon Grid, Interrupts, Line of Sight, Modular Board, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Variable Player Powers;Wargames
50;Lost Cities;1999;2;2;30;10;37280;7.18;323;1.50;51748;Hand Management, Push Your Luck, Score-and-Reset Game, Set Collection;Family Games
283155;Calico;2020;1;4;45;13;2986;8.00;324;2.19;5978;Hexagon Grid, Pattern Building, Scenario / Mission / Campaign Game, Set Collection, Solo / Solitaire Game, Tile Placement;Abstract Games, Family Games
124708;Mice and Mystics;2012;1;4;90;7;16743;7.30;325;2.71;32616;Area Movement, Cooperative Game, Dice Rolling, Role Playing, Storytelling, Variable Player Powers;Thematic Games
170771;Sword & Sorcery;2017;1;5;90;12;3632;8.04;326;4.03;7907;Action Points, Area Movement, Cooperative Game, Dice Rolling, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers;Thematic Games
235802;Too Many Bones: Undertow;2018;1;2;180;12;1651;8.78;327;4.05;4978;Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Minimap Resolution, Role Playing, Solo / Solitaire Game, Variable Player Powers;Strategy Games, Thematic Games
314040;Pandemic Legacy: Season 0;2020;2;4;60;14;1536;8.80;328;3.13;5197;Action Points, Cooperative Game, Hand Management, Legacy Game, Point to Point Movement, Set Collection, Variable Player Powers;Strategy Games, Thematic Games
63628;The Manhattan Project;2012;2;5;120;13;9105;7.36;329;2.96;11631;Drafting, Race, Take That, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
55670;Macao;2009;2;4;100;12;6962;7.42;330;3.14;6564;Action Points, Card Drafting, Dice Rolling, Hand Management, Network and Route Building, Pick-up and Deliver, Set Collection;Strategy Games
66188;Fresco;2010;2;4;60;10;11842;7.29;331;2.64;14361;Action Queue, Grid Movement, Set Collection, Simultaneous Action Selection;Family Games, Strategy Games
15985;Blood Bowl: Living Rulebook;2004;2;2;120;12;3354;7.85;332;3.17;3095;Dice Rolling, Grid Movement, Variable Player Powers;Thematic Games
15987;Arkham Horror;2005;1;8;240;14;36786;7.26;333;3.58;48505;Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Role Playing, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers;Thematic Games
63888;Innovation;2010;2;4;60;12;14865;7.25;334;2.74;18817;Advantage Token, Hand Management, Layering, Melding and Splaying, Tech Trees / Tech Tracks, Variable Phase Order;Strategy Games
195539;The Godfather: Corleone's Empire;2017;2;5;90;14;5727;7.55;335;2.60;8895;Area Majority / Influence, Auction/Bidding, Card Drafting, Hand Management, Memory, Take That, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types;Strategy Games, Thematic Games
194594;Dice Forge;2017;2;4;45;10;14853;7.29;336;1.97;22404;Card Drafting, Deck Bag and Pool Building, Dice Rolling, Random Production;Family Games
40354;Maria;2009;2;3;210;14;2775;7.97;337;3.51;3916;Auction/Bidding, Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation, Variable Set-up;Wargames
236191;London (Second Edition);2017;2;4;90;14;4458;7.61;338;2.69;6990;Action Queue, Card Drafting, Hand Management, Loans;Strategy Games
229220;Santa Maria;2017;1;4;90;12;5220;7.55;339;3.06;7106;Card Drafting, Dice Rolling, Network and Route Building, Set Collection, Tile Placement, Variable Player Powers;Strategy Games
79828;A Few Acres of Snow;2011;2;2;120;14;7427;7.40;340;3.04;8921;Area Majority / Influence, Card Drafting, Deck Bag and Pool Building, Hand Management, Point to Point Movement;Strategy Games, Wargames
161614;Stockpile;2015;2;5;45;13;5525;7.52;341;2.11;6640;Auction/Bidding, Auction: Fixed Placement, Card Drafting, Commodity Speculation, Constrained Bidding, Investment, Market, Stock Holding, Victory Points as a Resource;Family Games, Strategy Games
155987;Abyss;2014;2;4;60;14;10215;7.33;342;2.32;12929;Auction/Bidding, Card Drafting, Hand Management, Memory, Push Your Luck, Set Collection;Strategy Games
156546;Monikers;2015;4;16;60;17;3491;7.79;343;1.06;6612;Acting, Card Drafting, Role Playing, Singing;Party Games
138161;Firefly: The Game;2013;1;4;240;13;10524;7.39;344;2.96;19170;Area Movement, Card Drafting, Dice Rolling, Pick-up and Deliver, Solo / Solitaire Game, Take That, Trading, Variable Player Powers;Thematic Games
100901;Flash Point: Fire Rescue;2011;2;6;45;10;20947;7.20;345;2.21;32892;Action Points, Cooperative Game, Dice Rolling, Grid Movement, Pick-up and Deliver, Simulation, Solo / Solitaire Game, Square Grid, Variable Player Powers;Family Games, Thematic Games
215341;Thunderstone Quest;2018;2;4;90;14;3159;7.91;346;2.80;6810;Deck Bag and Pool Building;Strategy Games
96913;Lancaster;2011;2;5;60;10;6675;7.42;347;2.99;7593;Area Majority / Influence, Auction/Bidding, Voting, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
66362;Glen More;2010;2;5;70;10;8686;7.32;348;2.67;8092;Commodity Speculation, Dice Rolling, Rondel, Set Collection, Tile Placement, Time Track, Track Movement;Strategy Games
244711;Newton;2018;1;4;90;14;4335;7.62;349;3.40;5982;Card Drafting, Deck Bag and Pool Building, Drafting, End Game Bonuses, Hand Management, Income, Point to Point Movement, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Turn Order: Progressive, Variable Set-up;Strategy Games
176396;Quadropolis;2016;2;4;60;8;11050;7.29;350;2.21;15563;Hand Management, Pattern Building, Set Collection, Tile Placement;Family Games
105134;Risk Legacy;2011;3;5;60;13;7555;7.42;351;2.59;13217;Area Movement, Card Drafting, Dice Rolling, Legacy Game, Player Elimination, Variable Player Powers;Strategy Games
11170;Heroscape Master Set: Rise of the Valkyrie;2004;2;4;90;8;7803;7.44;352;2.29;12318;Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Three Dimensional Movement;Customizable Games, Thematic Games
260428;Pandemic: Fall of Rome;2018;1;5;60;8;3858;7.71;353;2.45;7133;Action Points, Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Set Collection, Solo / Solitaire Game, Variable Player Powers;Strategy Games
151347;Millennium Blades;2016;2;5;120;12;3895;7.72;354;3.68;6213;Card Drafting, Commodity Speculation, Hand Management, Set Collection, Simulation, Trading;Thematic Games
27162;Kingsburg;2007;2;5;90;13;18339;7.19;355;2.43;17099;Dice Rolling, Worker Placement with Dice Workers;Family Games, Strategy Games
111341;The Great Zimbabwe;2012;2;5;150;14;3192;7.79;356;3.71;3572;Auction/Bidding, Card Drafting, Mancala, Modular Board, Network and Route Building, Tile Placement, Variable Player Powers;Strategy Games
245934;Carpe Diem;2018;2;4;75;10;4687;7.58;357;2.52;6568;Card Drafting, Tile Placement;Strategy Games
215311;Downforce;2017;2;6;40;10;7914;7.36;358;1.74;10509;Auction/Bidding, Betting and Bluffing, Hand Management, Moving Multiple Units, Race, Track Movement, Variable Player Powers;Family Games
230253;Star Realms: Frontiers;2018;1;4;45;12;2643;8.02;359;1.88;7605;Card Drafting, Cooperative Game, Deck Bag and Pool Building, Player Elimination, Solo / Solitaire Game, Take That;Strategy Games
150658;Pandemic: The Cure;2014;2;5;30;8;9398;7.30;360;2.06;14711;Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Push Your Luck, Set Collection, Solo / Solitaire Game, Variable Player Powers;Family Games, Strategy Games
25417;BattleLore;2006;2;2;60;10;9091;7.36;361;2.76;10804;Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Variable Player Powers;Thematic Games, Wargames
137408;Amerigo;2013;2;4;90;10;5501;7.47;362;2.99;7241;Action Points, Cube Tower, Grid Movement, Modular Board, Tile Placement;Strategy Games
47;Chinatown;1999;3;5;60;12;8468;7.33;363;2.28;10361;Enclosure, Income, Investment, Negotiation, Set Collection, Tile Placement, Trading, Victory Points as a Resource;Strategy Games
234277;Nusfjord;2017;1;5;100;12;4124;7.62;364;2.86;6581;Worker Placement;Strategy Games
128671;Spartacus: A Game of Blood and Treachery;2012;3;4;180;17;7172;7.46;365;2.71;9373;Auction/Bidding, Betting and Bluffing, Bribery, Dice Rolling, Grid Movement, Hand Management, Movement Points, Sudden Death Ending, Trading, Variable Player Powers;Thematic Games
18833;Lord of the Rings: The Confrontation;2005;2;2;30;14;5656;7.47;366;2.20;6958;Area Movement, Card Play Conflict Resolution, Hand Management, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers;Strategy Games
157969;Sheriff of Nottingham;2014;3;5;60;14;29603;7.14;367;1.65;45096;Betting and Bluffing, Bribery, Card Drafting, Hand Management, Negotiation, Role Playing, Set Collection;Family Games, Party Games
34219;Biblios;2007;2;4;30;10;15008;7.19;368;1.68;18939;Auction/Bidding, Auction: Turn Order Until Pass, Card Drafting, Commodity Speculation, Hand Management, Set Collection;Family Games, Strategy Games
5404;Amun-Re;2003;3;5;90;12;8564;7.32;369;3.04;9578;Area Majority / Influence, Auction/Bidding, Auction: Fixed Placement, Constrained Bidding;Strategy Games
123123;BattleCON: Devastation of Indines;2013;1;5;45;10;2919;7.92;370;3.07;4764;Hand Management, Point to Point Movement, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers;Strategy Games
269210;Twice as Clever!;2019;1;4;30;10;4915;7.53;371;2.36;8628;Dice Rolling, Drafting, Paper-and-Pencil, Re-rolling and Locking;Family Games
188866;Awkward Guests;2016;1;8;75;12;3648;7.73;372;2.36;6701;Card Drafting, Hand Management, Trading;Family Games
62222;Commands & Colors: Napoleonics;2010;2;2;90;14;2644;8.00;373;2.74;4839;Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Moving Multiple Units, Simulation;Wargames
192153;Pandemic: Reign of Cthulhu;2016;2;4;40;14;7890;7.40;374;2.18;14296;Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers;Strategy Games, Thematic Games
128996;1775: Rebellion;2013;2;4;120;10;3712;7.67;375;2.24;5129;Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Team-Based Game, Turn Order: Random, Variable Player Powers;Wargames
92415;Skull;2011;3;6;45;10;14213;7.21;376;1.14;20841;Auction/Bidding, Hand Management, Player Elimination;Party Games
17226;Descent: Journeys in the Dark;2005;2;5;240;13;11319;7.30;377;3.34;13682;Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers;Thematic Games
712;Blood Bowl (Third Edition);1994;2;2;180;12;5267;7.54;378;2.98;6428;Dice Rolling, Grid Movement, Variable Player Powers;Strategy Games, Thematic Games
146791;Shadows of Brimstone: City of the Ancients;2014;1;4;120;12;3401;7.97;379;3.34;6653;Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers;Thematic Games
136063;Forbidden Desert;2013;2;5;45;10;25599;7.14;380;2.05;43800;Action Points, Bias, Cooperative Game, Grid Movement, Hand Management, Map Reduction, Modular Board, Pick-up and Deliver, Set Collection, Solo / Solitaire Game, Square Grid, Variable Player Powers;Family Games
177639;Raptor;2015;2;2;30;9;7897;7.33;381;2.06;11869;Action Points, Action Retrieval, Action/Event, Grid Movement, Hand Management, Modular Board, Simultaneous Action Selection, Take That, Variable Player Powers;Family Games, Strategy Games
274960;Point Salad;2019;2;6;30;8;8042;7.33;382;1.15;14054;Card Drafting, Set Collection;Family Games
83330;Mansions of Madness;2011;2;5;180;13;12747;7.29;383;3.24;18478;Area Movement, Dice Rolling, Hand Management, Modular Board, Pick-up and Deliver, Role Playing, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers;Thematic Games
95527;Madeira;2013;2;4;150;12;3910;7.62;384;4.29;5126;Area Majority / Influence, Dice Rolling, Turn Order: Pass Order, Turn Order: Stat-Based, Worker Placement, Worker Placement with Dice Workers;Strategy Games
62227;Labyrinth: The War on Terror, 2001 - ?;2010;1;2;180;12;4315;7.59;385;3.63;8633;Action Points, Action/Event, Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Events, Hand Management, Moving Multiple Units, Point to Point Movement, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game, Stat Check Resolution, Sudden Death Ending, Tug of War, Variable Player Powers;Strategy Games, Wargames
194607;Mystic Vale;2016;2;4;45;14;8975;7.30;386;2.25;13372;Deck Bag and Pool Building, Layering, Push Your Luck;Strategy Games
150;PitchCar;1995;2;8;30;6;9645;7.25;387;1.13;10190;Flicking, Modular Board, Race;Family Games, Party Games
162082;Deus;2014;2;4;90;14;7293;7.32;388;2.85;8826;Area Majority / Influence, Grid Movement, Hand Management, Hexagon Grid, Kill Steal, Modular Board, Network and Route Building, Victory Points as a Resource;Strategy Games
260605;Camel Up (Second Edition);2018;3;8;45;8;3744;7.67;389;1.51;6626;Betting and Bluffing, Dice Rolling, Roll / Spin and Move, Track Movement;Family Games, Party Games
65781;London;2010;2;4;90;13;6281;7.36;390;2.88;5776;Card Drafting, Hand Management;Strategy Games
158899;Colt Express;2014;2;6;40;10;24739;7.12;391;1.82;34522;Action Queue, Hand Management, Memory, Programmed Movement, Take That, Variable Player Powers;Family Games
105551;Archipelago;2012;2;5;240;14;7373;7.34;392;3.73;9903;Area Majority / Influence, Auction/Bidding, Commodity Speculation, Grid Movement, Hexagon Grid, Map Addition, Modular Board, Semi-Cooperative Game, Tile Placement, Trading, Traitor Game, Worker Placement;Strategy Games
98778;Hanabi;2010;2;5;25;8;38927;7.08;393;1.70;63682;Communication Limits, Cooperative Game, Hand Management, Memory, Roles with Asymmetric Information, Set Collection;Family Games
372;Schotten Totten;1999;2;2;20;8;7624;7.31;394;1.74;11866;Hand Management, Set Collection;Family Games
13;Catan;1995;3;4;120;10;101510;7.15;395;2.32;154531;Dice Rolling, Hexagon Grid, Income, Modular Board, Network and Route Building, Race, Random Production, Trading, Variable Set-up;Family Games, Strategy Games
127398;Legends of Andor;2012;2;4;90;10;15017;7.21;396;2.77;25407;Area Movement, Cooperative Game, Dice Rolling, Scenario / Mission / Campaign Game, Variable Player Powers;Thematic Games
206941;First Class: All Aboard the Orient Express!;2016;2;4;80;10;4843;7.47;397;2.78;6457;Card Drafting, Set Collection, Variable Set-up;Strategy Games
244271;Dice Throne: Season Two - Battle Chest;2018;2;6;40;8;2237;8.19;398;2.13;4611;Dice Rolling, Take That, Team-Based Game, Variable Player Powers;Family Games
102652;Sentinels of the Multiverse;2011;2;5;60;8;14766;7.22;399;2.50;21057;Cooperative Game, Hand Management, Solo / Solitaire Game, Variable Player Powers;Thematic Games
119506;Freedom: The Underground Railroad;2012;1;4;120;13;3875;7.59;400;2.91;6137;Cooperative Game, Pick-up and Deliver, Point to Point Movement, Push Your Luck, Solo / Solitaire Game, Variable Player Powers;Strategy Games, Thematic Games
875;Roads & Boats;1999;1;4;240;14;3079;7.73;401;4.18;4235;Grid Movement, Line Drawing, Modular Board, Network and Route Building, Pick-up and Deliver;Strategy Games
97786;Small World Underground;2011;2;5;90;8;9799;7.27;402;2.59;16217;Area Majority / Influence, Area Movement, Dice Rolling, King of the Hill, Variable Player Powers;Strategy Games
478;Citadels;2000;2;8;60;10;48360;7.08;403;2.05;64387;Action Drafting, Card Drafting, Lose a Turn, Set Collection, Turn Order: Role Order, Variable Player Powers;Family Games, Strategy Games
171668;The Grizzled;2015;2;5;30;14;12228;7.20;404;1.94;19917;Communication Limits, Cooperative Game, Hand Management, Move Through Deck, Push Your Luck, Variable Player Powers;Thematic Games
15062;Shadows over Camelot;2005;3;7;80;10;25447;7.12;405;2.57;31336;Communication Limits, Cooperative Game, Dice Rolling, Hand Management, Player Elimination, Semi-Cooperative Game, Set Collection, Team-Based Game, Traitor Game, Variable Player Powers;Thematic Games
133848;Euphoria: Build a Better Dystopia;2013;2;6;60;13;9358;7.25;406;3.11;12505;Dice Rolling, Hand Management, Race, Set Collection, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers;Strategy Games
58421;Egizia;2009;2;4;90;12;5134;7.42;407;2.83;4181;Bias, Card Drafting, Worker Placement;Strategy Games
191862;Imhotep;2016;2;4;40;10;11784;7.20;408;2.01;16907;Area Majority / Influence, End Game Bonuses, Modular Board, Set Collection, Worker Placement;Family Games
20437;Lords of Vegas;2010;2;4;90;12;6546;7.34;409;2.36;8663;Area Majority / Influence, Catch the Leader, Dice Rolling, Random Production, Tile Placement, Trading;Strategy Games, Thematic Games
128271;Ginkgopolis;2012;1;5;45;13;4991;7.43;410;2.91;4535;Area Majority / Influence, Card Drafting, Simultaneous Action Selection, Solo / Solitaire Game, Tile Placement;Strategy Games
43570;Friday;2011;1;1;25;13;16501;7.14;411;2.14;28513;Deck Bag and Pool Building, Hand Management, Push Your Luck, Solo / Solitaire Game;Strategy Games
147949;One Night Ultimate Werewolf;2014;3;10;10;8;21482;7.14;412;1.39;36819;Hidden Roles, Role Playing, Roles with Asymmetric Information, Traitor Game, Variable Player Powers, Voting;Party Games
193042;Junk Art;2016;2;6;30;8;5449;7.43;413;1.22;8198;Hand Management, Player Elimination, Stacking and Balancing;Family Games, Party Games
36553;Time's Up! Title Recall!;2008;4;18;60;12;3122;7.71;414;1.19;4622;Acting, Communication Limits, Memory, Team-Based Game;Party Games
144189;Fire in the Lake;2014;1;4;180;0;2258;8.07;415;4.06;5520;Area Majority / Influence, Dice Rolling, Simulation, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers;Wargames
270844;Imperial Settlers: Empires of the North;2019;1;4;90;10;3885;7.61;416;2.77;7311;Hand Management, Take That, Variable Player Powers, Worker Placement;Strategy Games
